EN,FR
you re not impressing me .,tu ne m impressionne pas .
i m going to be your lawyer .,je vais etre ton avocat .
i m going to be your lawyer .,je vais etre votre avocat .
i m your biggest fan .,je suis votre plus grand fan .
i m your biggest fan .,je suis ton plus grand fan .
i m going to go call the police .,je vais appeler la police .
i m taking it seriously .,je prends cela serieusement .
i m not racist .,je ne suis pas raciste .
i am not racist .,je ne suis pas raciste .
he is a good singer .,il est bon chanteur .
i m trying to get my children back .,j essaye de recuperer mes enfants .
he s two years older than mary is .,il est deux ans plus vieux que mary .
he s two years older than mary is .,il a deux ans de plus que mary .
i m not really worried .,je ne suis pas vraiment inquiet .
i m not really worried .,je ne suis pas vraiment inquiete .
we re going to give it another try .,nous allons essayer a nouveau .
we re going to give it another try .,on va essayer encore une fois .
you re disloyal .,vous etes deloyal .
you re disloyal .,tu es deloyal .
you re disloyal .,tu es deloyale .
you re disloyal .,vous etes deloyales .
you re disloyal .,vous etes deloyale .
you re disloyal .,vous etes deloyaux .
you are two years younger than tom .,tu es deux ans plus jeune que tom .
we re no longer children .,on n est plus des enfants .
they are here .,ils sont ici .
i am years old .,j ai ans .
i am thirty years old .,j ai ans .
i m thirty .,j ai ans .
i m thirty years old .,j ai ans .
i am thirty .,j ai ans .
i m sorry to disappoint you .,je suis desolee de te decevoir .
he s already left .,il s en est deja alle .
he isn t young .,il n est pas jeune .
he s as friendly as a prison door .,il est aimable comme une porte de prison .
you re a prisoner .,tu es un prisonnier .
you re a prisoner .,vous etes un prisonnier .
i am sorry .,je suis desole .
i am sorry .,je suis desolee .
i am using a new computer .,j emploie un nouvel ordinateur .
we re going to do everything we can .,nous allons faire tout ce que nous pouvons .
we re going to do everything we can .,on va faire tout ce qu on peut .
we re going to do everything we can .,nous allons faire ce que nous pouvons .
we re going to do everything we can .,on va faire ce qu on peut .
you re the tallest person here .,vous etes la plus grande personne ici .
you re the tallest person here .,tu es la personne la plus grande ici .
i m sorry i shot you .,je suis desole de t avoir tire dessus .
i m sorry i shot you .,je suis desolee de vous avoir tire dessus .
i m trying to save tom s life .,j essaye de sauver la vie de tom .
they re really ugly .,ils sont vraiment moches .
they re really ugly .,elles sont vraiment moches .
i m really busy tom .,je suis tres occupee tom .
i m really busy tom .,je suis tres occupe tom .
we re very satisfied with it .,nous en sommes tres satisfaits .
we re very satisfied with it .,nous en sommes tres satisfaites .
i m very frustrated .,je suis tres frustre .
i m very frustrated .,je suis tres frustree .
i m going to tell tom that .,je vais dire ca a tom .
she s happy .,elle est heureuse .
he s just an amateur .,il est seulement un amateur .
she s lucky .,elle est chanceuse .
she s lucky .,elle a de la chance .
you re nothing but a coward .,tu n es rien qu un lache .
you re nothing but a coward .,vous n etes qu un lache .
we re all after the same thing .,nous sommes tous apres la meme chose .
you re in serious danger .,tu es en grave danger .
you re in serious danger .,vous etes en grave danger .
you re an interesting girl .,tu es une fille interessante .
you re an interesting girl .,vous etes une fille interessante .
i m staying with you .,je reste avec toi .
you re a terrible dancer .,vous etes un horrible danseur .
you re a terrible dancer .,tu es un danseur horrible .
i m giving you what you want .,je te donne ce que tu veux .
i m giving you what you want .,je vous donne ce que vous voulez .
i m glad that tom is here .,je suis content que tom soit la .
i m a purist .,je suis un puriste .
i m not good at negotiating .,je ne suis pas bon pour negocier .
i m not good at negotiating .,je ne suis pas doue pour negocier .
i m going to study french next year .,je vais etudier le francais l annee prochaine .
you re not missing much .,tu ne rates pas grand chose .
you re not missing much .,vous ne ratez pas grand chose .
i m glad .,je suis content .
i m glad .,je suis heureux .
i m sure that s wrong .,je suis sure que c est faux .
i m sure that s wrong .,je suis sur que c est mal .
i m sure that s wrong .,je suis sur que c est faux .
you re shy aren t you ?,tu es timide n est ce pas ?
you re shy aren t you ?,vous etes timide n est ce pas ?
you re going to have to call tom .,tu vas devoir appeler tom .
you re going to have to call tom .,vous allez devoir appeler tom .
we re going to play tennis .,on va jouer au tennis .
we re going to play tennis .,nous allons jouer au tennis .
i m going to the station .,je vais a la station .
we re glad you re here .,nous sommes contents que tu sois la .
we re glad you re here .,nous sommes contents que vous soyez la .
i m waiting for a train .,j attends un train .
they re leaving .,ils partent .
they re leaving .,ils s en vont .
you re elusive .,vous etes insaisissable .
you re elusive .,tu es insaisissable .
they re old .,ils sont vieux .
they re old .,elles sont vieilles .
i m not ready to fight .,je ne suis pas pret a me battre .
i m not ready to fight .,je ne suis pas prete a me battre .
they re looking for a scapegoat .,ils cherchent un bouc emissaire .
they re looking for a scapegoat .,elles cherchent un bouc emissaire .
i m sure i turned off the gas .,je suis sur d avoir ferme le gaz .
i m sure i turned off the gas .,je suis certain d avoir ferme le gaz .
i m sure i turned off the gas .,je suis certaine d avoir ferme le gaz .
i m about the same age as you .,j ai environ le meme age que toi .
i m about the same age as you .,j ai environ le meme age que vous .
you re not alone anymore .,tu n es plus seul .
you re not alone anymore .,tu n es plus seule .
you re not alone anymore .,vous n etes plus seules .
you re not alone anymore .,vous n etes plus seuls .
you re not alone anymore .,vous n etes plus seul .
you re not alone anymore .,vous n etes plus seule .
they re not mine .,ce ne sont pas les miens .
she is expecting a baby in june .,elle attend un bebe pour juin .
i m not a squirrel .,je ne suis pas un ecureuil .
i m being blackmailed .,on me fait chanter .
you re cuter than mary .,vous etes plus jolie que mary .
you re cuter than mary .,tu es plus mignonne que mary .
you re cuter than mary .,tu es plus jolie que mary .
i m not working for tom .,je ne travaille pas pour tom .
we re flattered .,nous sommes flattes .
he s a liar .,c est un menteur .
you re very kind tom .,tu es tres gentil tom .
you re very kind tom .,vous etes tres gentil tom .
i m not persuaded .,je n en suis pas persuade .
i m not persuaded .,je n en suis pas persuadee .
i m not persuaded .,je ne suis pas convaincu .
i m not talking to you tom .,je ne te parle pas tom .
i m not talking to you tom .,je ne vous parle pas tom .
we re not lost !,nous ne sommes pas perdus !
we re not lost !,nous ne sommes pas perdues !
we re headed in the right direction .,nous nous dirigeons dans la bonne direction .
you re my friends both of you .,vous etes mes amis tous les deux .
you re a grown woman now .,tu es une adulte maintenant .
i m glad i hired you .,je suis content de t avoir engage .
i m glad i hired you .,je suis heureux de vous avoir engages .
i m glad i hired you .,je suis content de t avoir engagee .
they re thirty dollars each .,ils sont a trente dollars chacun .
they re thirty dollars each .,elles sont a trente dollars chacune .
i m very pleased with your work .,je suis tres heureux de ton travail .
i m very pleased with your work .,je suis ravi de votre travail .
you re doing the right thing .,tu fais la bonne chose .
you re doing the right thing .,vous faites la bonne chose .
you re a weird kid .,t es un gamin bizarre .
you re a weird kid .,vous etes un enfant bizarre .
i m the one who killed tom .,je suis celui qui a tue tom .
you re so impatient .,tu es tellement impatient .
you re so impatient .,tu es tellement impatiente .
you re so impatient .,vous etes tellement impatient .
you re so impatient .,vous etes tellement impatiente .
you re so impatient .,vous etes tellement impatients .
you re so impatient .,vous etes tellement impatientes .
i m almost as tall as tom .,je suis presque aussi grand que tom .
i m in no hurry to leave .,je ne suis pas presse de partir .
she is five years younger than me .,elle a cinq ans de moins que moi .
she is much taller than me .,elle est beaucoup plus grande que moi .
i m pretty sure tom s competent .,je suis assez sur que tom est competent .
you re awesome .,tu es genial .
you re awesome .,vous etes genial .
you re awesome .,tu es geniale .
you re awesome .,vous etes geniale .
he s afraid of making mistakes .,il craint de commettre des erreurs .
he s afraid of making mistakes .,il a peur de faire des erreurs .
you re acting like a child .,tu te comportes comme un enfant .
you re acting like a child .,tu agis comme un enfant .
you re acting like a child .,vous vous comportez comme une enfant .
you re acting like a child .,tu agis comme une enfant .
she is going to meet the project leaders .,elle va rencontrer les responsables du projet .
i m not sure about this .,j en suis pas sur .
i m not sure about it .,j en suis pas sur .
i m not sure about that .,j en suis pas sur .
i m not certain about that .,j en suis pas sur .
i m a student in a university .,je suis etudiante dans une universite .
i m ready to go now .,je suis pret a y aller maintenant .
i m ready to go now .,je suis pret a partir maintenant .
i m definitely going crazy .,je deviens sans aucun doute fou .
i m definitely going crazy .,je deviens certainement fou .
we re not free yet .,nous ne sommes pas encore libres .
i m horrible with kids .,je suis terrible avec les enfants .
i m horrible with kids .,je suis horrible avec les gamins .
we re going to be aggressive .,nous allons etre agressifs .
i m buying fruit and chocolate .,j achete des fruits et du chocolat .
i m glad you invited me .,je suis content que tu m aies invite .
